,Vg,Gsd_0.03_K,Gsd_0.5_K,Gsd_1.0_K,Gsd_9.71_K,Gsd_20.01_K,Gsd_29.0_K,Gsd_29.08_K,Gsd_59.48_K,Gsd_72.82_K,Gsd_185.76_K,Gsd_188.53_K,Gsd_205.29_K,Gsd_238.49_K,Gsd_275.6_K,Gsd_283.15_K,Gsd_294.48_K,Gsd_294.68_K,Gsd_294.9_K,Gsd_295.13_K,Gsd_295.31_K,Gsd_295.49_K
259,-9.872922776148583,2.5045790425864584e-11,-2.1711517228499825e-11,4.643953375599625e-12,-2.0351332019369623e-11,2.891648353494774e-12,-2.4467021582118145e-11,4.3015857241719814e-11,-1.7726325139294528e-11,1.2207787731305758e-10,2.1275668213214322e-10,8.122727431153913e-10,3.365303992146637e-10,3.7897344783347165e-10,3.284263806041637e-10,3.668710619079942e-10,1.4034319466316525e-09,8.598359354118815e-10,7.56522089111878e-10,1.79668043785409e-10,5.819980298884541e-10,1.8121017258745254e-10
260,-9.833822091886608,7.888697778620891e-11,3.562957473240219e-12,1.3633849069279885e-11,2.995701266808198e-11,4.0877078931864466e-11,6.079425589434463e-13,-6.227552770053956e-11,5.579708099008926e-12,1.1009030406891121e-10,2.0665937587929973e-10,9.365311202875333e-10,3.297141020717723e-10,2.857693914151544e-10,3.369265970743705e-10,3.668710619079942e-10,1.4034319466316525e-09,8.598359354118815e-10,7.56522089111878e-10,1.79668043785409e-10,5.819980298884541e-10,1.8121017258745254e-10
261,-9.794721407624634,6.147811284395062e-12,3.026537568339942e-12,-1.3062295230215095e-11,-1.2568224263649886e-11,6.560635023195077e-12,-1.3834614413795765e-11,8.046925965759962e-12,5.336593814538179e-12,1.4358015940886287e-10,2.2662737156869865e-10,7.182038272363338e-10,4.720739846208906e-10,3.3637104172249586e-10,3.210830744317472e-10,3.668710619079942e-10,1.4034319466316525e-09,8.598359354118815e-10,7.56522089111878e-10,1.79668043785409e-10,5.819980298884541e-10,1.8121017258745254e-10
262,-9.755620723362659,-4.2209345210146914e-11,5.888698512894911e-12,2.420477183959735e-12,5.3513375196052035e-12,-8.164248214374868e-12,-3.8850603734931465e-11,-6.116002525456925e-11,-1.8780029502299717e-11,1.52806895469699e-10,1.939440282613426e-10,7.97096137851723e-10,3.8296773710221166e-10,2.968939873735013e-10,3.2214368010338924e-10,3.668710619079942e-10,1.4034319466316525e-09,8.598359354118815e-10,7.56522089111878e-10,1.79668043785409e-10,5.819980298884541e-10,1.8121017258745254e-10
263,-9.716520039100685,4.07525416782269e-11,1.2216571215640191e-11,2.4001496938319487e-11,-2.2055955272339798e-11,5.858019057808411e-11,-6.356105329722382e-12,1.4430008339992058e-14,1.5087201946242052e-11,8.591313745303188e-11,3.1620824090974927e-10,8.368539499872116e-10,3.920868754861424e-10,3.6446219146938657e-10,3.054058105902004e-10,3.668710619079942e-10,1.4034319466316525e-09,8.598359354118815e-10,7.56522089111878e-10,1.79668043785409e-10,5.819980298884541e-10,1.8121017258745254e-10
264,-9.67741935483871,-4.001629751583694e-11,5.0592239431909084e-11,5.35917991603501e-12,-2.833959685996947e-11,8.52437105107501e-12,3.5654670406431487e-11,5.0703915155299536e-11,2.185268036125592e-11,1.28601809922972e-10,3.046065135622098e-10,8.6666446669259e-10,3.6008989870043563e-10,3.337733263817081e-10,2.96396465754022e-10,3.919893160764627e-10,1.2941792104851825e-09,1.0039346340620059e-09,9.772215501882003e-10,2.5369022631640263e-10,5.517075585313637e-10,2.0034373731403086e-10
265,-9.638318670576734,-1.3165814862749474e-12,3.224981564221964e-11,4.17874242895445e-11,2.153961190185761e-11,3.998430054041442e-11,-3.029988223263615e-11,9.860966332029877e-11,-2.8329872289316937e-12,1.6155336318439671e-12,2.2218449723327587e-10,8.740460437587663e-10,3.274692945631982e-10,3.835935603246063e-10,3.198998136823952e-10,3.919893160764627e-10,1.2941792104851825e-09,1.0039346340620059e-09,9.772215501882003e-10,2.5369022631640263e-10,5.517075585313637e-10,2.0034373731403086e-10
266,-9.59921798631476,-2.6380252575352122e-11,-3.72796149099006e-12,-2.3319522160384432e-11,2.5252515958995384e-13,-8.382580524779868e-12,-6.562517199633913e-12,1.1043976125160108e-11,-1.8806693649650316e-11,9.828091006838092e-11,2.499057995719837e-10,1.0440497457714966e-09,3.140509545434841e-10,3.519943498777561e-10,2.841159005853207e-10,3.919893160764627e-10,1.2941792104851825e-09,1.0039346340620059e-09,9.772215501882003e-10,2.5369022631640263e-10,5.517075585313637e-10,2.0034373731403086e-10
267,-9.560117302052786,-1.3173657255769738e-11,3.793837620149454e-11,-1.2557244909329532e-11,3.78172896018773e-11,-1.4442556969498473e-12,3.187839975404658e-11,3.8729517135484246e-11,-6.960597234390198e-12,1.2695114235585484e-10,2.689254927043105e-10,7.014016500736977e-10,3.7146639242694725e-10,2.3166815019582215e-10,3.6325195287675867e-10,3.919893160764627e-10,1.2941792104851825e-09,1.0039346340620059e-09,9.772215501882003e-10,2.5369022631640263e-10,5.517075585313637e-10,2.0034373731403086e-10
268,-9.521016617790812,-3.1366761820569645e-11,1.2017060654279998e-11,3.0731527723379685e-11,5.8764643740549165e-12,-1.927347307490161e-12,1.747662324206129e-11,-2.3676508039194858e-11,7.309113325277175e-13,1.2509029856867613e-10,2.3342327848123864e-10,8.478750263148298e-10,4.3175967604605195e-10,2.240284014444727e-10,3.162703526881621e-10,3.919893160764627e-10,1.2941792104851825e-09,1.0039346340620059e-09,9.772215501882003e-10,2.5369022631640263e-10,5.517075585313637e-10,2.0034373731403086e-10
269,-9.481915933528837,-6.990398340227418e-12,1.601542796892473e-11,-1.2545951858879537e-11,7.368715537122188e-12,2.1481264473679927e-11,-1.101135175611336e-11,7.262058945845202e-12,2.1399076160934704e-11,1.3252928197557774e-10,2.561367402572519e-10,5.137124033822563e-10,2.9976869615057713e-10,2.691350415326319e-10,3.826154566616006e-10,4.822841571739997e-10,1.370060982019943e-09,8.816459531373941e-10,9.597857074060406e-10,2.4319772749759534e-10,4.74970652108188e-10,1.5759452154513442e-10
270,-9.442815249266863,-1.3912097289364772e-11,2.958967482635957e-11,-9.28602457782998e-12,1.0433837694500186e-11,3.060855894953951e-11,1.9228300873099685e-11,-1.6160167234408772e-10,3.296033674360311e-11,1.0718955853625659e-10,2.2968747459356298e-10,9.673708730796012e-10,4.910626218640357e-10,3.210793100816313e-10,3.063010985485591e-10,4.822841571739997e-10,1.370060982019943e-09,8.816459531373941e-10,9.597857074060406e-10,2.4319772749759534e-10,4.74970652108188e-10,1.5759452154513442e-10
271,-9.403714565004888,-8.539867625830636e-11,1.0122337715324733e-11,-1.607628496528995e-11,-1.6940517032779762e-11,-2.0390230206501188e-13,-1.454168486150031e-11,3.993348181168466e-11,2.4087135906704453e-11,1.0655714770082657e-10,2.8680019598091484e-10,7.272975562562488e-10,3.7348377044364615e-10,2.507508961941222e-10,3.240804382865099e-10,4.822841571739997e-10,1.370060982019943e-09,8.816459531373941e-10,9.597857074060406e-10,2.4319772749759534e-10,4.74970652108188e-10,1.5759452154513442e-10
272,-9.364613880742914,3.1360174205250283e-12,2.1409114428570088e-11,2.3465077035124854e-11,2.855887026217343e-12,-2.960159526906937e-11,2.2429253335076234e-11,-1.3462571135749475e-11,3.6659751912508556e-11,7.008780916983627e-11,2.5234321633298525e-10,7.976548301621007e-10,3.2050995211220274e-10,2.3586916503025417e-10,4.0847748369241826e-10,4.822841571739997e-10,1.370060982019943e-09,8.816459531373941e-10,9.597857074060406e-10,2.4319772749759534e-10,4.74970652108188e-10,1.5759452154513442e-10
273,-9.325513196480937,6.738688789381906e-11,-1.2594888410829864e-11,2.471923304949865e-12,-4.628582278869917e-12,-1.1727205687614796e-11,-7.76710926690037e-12,-4.6640299091648896e-12,-2.342492396569302e-11,1.27334478685459e-10,2.1608248554270226e-10,9.78601498235447e-10,3.6713111576831033e-10,2.445886549002108e-10,2.8721866624598843e-10,4.822841571739997e-10,1.370060982019943e-09,8.816459531373941e-10,9.597857074060406e-10,2.4319772749759534e-10,4.74970652108188e-10,1.5759452154513442e-10
274,-9.286412512218964,1.727899485696978e-11,2.2497639029524613e-11,-2.0415953364179835e-11,2.240698092979476e-11,6.906955243814769e-12,-2.6313435360019114e-11,1.2752991118834834e-11,2.5456418295676187e-11,1.33206237621656e-10,2.0238934795765626e-10,1.169272423989132e-09,3.960093284050669e-10,3.06826225402796e-10,3.083846663896611e-10,4.3536906050588466e-10,1.4304712741918312e-09,9.349773847384838e-10,1.101570585460072e-09,2.150077635577931e-10,4.452184828300492e-10,1.652625029231033e-10
275,-9.24731182795699,-3.755566725707502e-12,5.5417509017199456e-12,-2.856514417795464e-11,1.7106148441937442e-11,4.621367274699919e-12,-1.2287466477423283e-11,1.4465770466070068e-11,2.229750107761021e-12,1.4959559104455422e-10,2.467500193124747e-10,1.216185324786468e-09,5.795596720404277e-10,3.1059935909669425e-10,3.108286707636784e-10,4.3536906050588466e-10,1.4304712741918312e-09,9.349773847384838e-10,1.101570585460072e-09,2.150077635577931e-10,4.452184828300492e-10,1.652625029231033e-10
276,-9.208211143695015,2.568416148350217e-11,9.353155488269562e-12,2.539618869276482e-11,1.0158726434009969e-11,2.5374857374679657e-11,8.54507497689969e-13,6.194238270714931e-11,1.5391173225628547e-11,1.7493594187545345e-10,2.7131209073741494e-10,1.0863425340775445e-09,3.3292728867202603e-10,2.565423489923421e-10,2.71400239271515e-10,4.3536906050588466e-10,1.4304712741918312e-09,9.349773847384838e-10,1.101570585460072e-09,2.150077635577931e-10,4.452184828300492e-10,1.652625029231033e-10
277,-9.16911045943304,1.1788376378404836e-11,-4.666853172800412e-11,-1.201643326201963e-11,-3.124410667123725e-13,3.996485139570112e-12,3.454544187794653e-11,-1.4723001064199845e-11,-4.246500732847912e-12,1.5169484367843103e-10,2.481124003927244e-10,1.1770298086846126e-09,5.774199526418859e-10,3.068670058634307e-10,2.5999990466031655e-10,4.3536906050588466e-10,1.4304712741918312e-09,9.349773847384838e-10,1.101570585460072e-09,2.150077635577931e-10,4.452184828300492e-10,1.652625029231033e-10
278,-9.130009775171066,1.4545449210627288e-11,3.4002120664325036e-11,2.675825607015153e-12,6.2359598184949886e-12,3.364262521988471e-11,-1.517660526409504e-12,-2.874520559459921e-11,-1.391774381424875e-11,1.5811086491561694e-10,2.160498611741331e-10,1.1834853555989703e-09,4.4829050629777683e-10,2.6027595700903454e-10,3.2688299701802644e-10,4.3536906050588466e-10,1.4304712741918312e-09,9.349773847384838e-10,1.101570585460072e-09,2.150077635577931e-10,4.452184828300492e-10,1.652625029231033e-10
279,-9.090909090909092,-5.8918354699325105e-12,-1.974401686069561e-12,2.6212425298400996e-12,3.318996210667474e-11,1.2289348653009859e-11,1.3721683907420338e-11,-1.1558437319715127e-11,-2.9114739308294336e-11,1.0837438776497981e-10,2.4899357203776494e-10,8.546241925456616e-10,3.319187565114092e-10,2.2664682071144697e-10,3.329410912893763e-10,3.339831889058017e-10,1.685547408777006e-09,1.2244251737002286e-09,3.185299039026132e-10,2.1805124070266052e-10,4.831819546996082e-10,1.2998113057906734e-10
280,-9.051808406647117,-1.128803149605991e-11,-8.74270336318482e-12,1.640817517416003e-11,1.2000748470012284e-11,-4.372292769129866e-12,-1.9573366309029243e-11,2.2411058976074486e-11,-2.2536851011930447e-11,1.9737962521972205e-10,2.555592261958259e-10,1.1083906469538807e-09,4.2682743618326063e-10,2.81467052820857e-10,3.479084614206061e-10,3.339831889058017e-10,1.685547408777006e-09,1.2244251737002286e-09,3.185299039026132e-10,2.1805124070266052e-10,4.831819546996082e-10,1.2998113057906734e-10
281,-9.01270772238514,-8.876024099937522e-12,2.2781220078704727e-11,-3.274420030320939e-11,1.0004701770579922e-11,-1.4618854041109847e-11,-1.2678331507583327e-11,2.9169322385554296e-11,3.33844535339613e-11,1.917820364572449e-10,2.568140095991106e-10,1.1253236352863602e-09,2.7136134098600643e-10,2.3409835195223335e-10,3.6558302674440043e-10,3.339831889058017e-10,1.685547408777006e-09,1.2244251737002286e-09,3.185299039026132e-10,2.1805124070266052e-10,4.831819546996082e-10,1.2998113057906734e-10
282,-8.973607038123166,-3.798041144455197e-11,1.5788312171995118e-11,-1.3736113917294705e-11,-3.68489105104444e-11,2.920006458071963e-11,1.0651856310991344e-11,5.564901654801437e-11,-2.7672993177826864e-11,2.0124028005597175e-10,2.4969813291864596e-10,1.035249322371968e-09,4.1900574383840087e-10,3.213054847900315e-10,3.5341790164889796e-10,3.339831889058017e-10,1.685547408777006e-09,1.2244251737002286e-09,3.185299039026132e-10,2.1805124070266052e-10,4.831819546996082e-10,1.2998113057906734e-10
283,-8.934506353861192,-6.518286084007477e-12,1.9781660345153918e-12,1.9008713778174508e-11,-1.7739186669627244e-11,1.565028599925968e-11,1.1268582353902337e-11,1.1115498779714952e-11,-3.504421828074979e-11,2.3399953775935517e-10,2.4063357761277676e-10,1.0154249993822087e-09,4.088172162989119e-10,3.473635717277237e-10,4.024846381580531e-10,3.339831889058017e-10,1.685547408777006e-09,1.2244251737002286e-09,3.185299039026132e-10,2.1805124070266052e-10,4.831819546996082e-10,1.2998113057906734e-10
284,-8.895405669599219,-2.9590929600649614e-12,-1.062989760183992e-11,-2.3854059890209792e-11,8.24079000360096e-13,-2.712653500622979e-11,-2.9706997074974585e-12,-1.6994159023269335e-11,2.0762273583776735e-11,2.431124022262185e-10,2.7209444818948337e-10,1.1906150348968788e-09,4.829808756588512e-10,2.853935837858997e-10,2.7816948203676407e-10,3.428225105907533e-10,1.656016081378824e-09,1.1398634379727005e-09,2.2209478021927617e-10,2.3191910687639902e-10,4.136870306875185e-10,1.3835304544633936e-10
285,-8.85630498533724,2.3230432537894644e-11,9.852559283929859e-12,7.4132603458098e-12,-4.474243920162234e-12,3.96994647067144e-11,1.005081506076985e-12,1.5647149034550182e-12,-2.0528256478124617e-12,2.8963757495178783e-10,2.952116365253841e-10,1.2067399427176476e-09,3.9260541472754e-10,3.6610031120251417e-10,3.2121419929738e-10,3.428225105907533e-10,1.656016081378824e-09,1.1398634379727005e-09,2.2209478021927617e-10,2.3191910687639902e-10,4.136870306875185e-10,1.3835304544633936e-10
286,-8.817204301075268,1.0441680090929996e-11,2.7329182515249138e-12,4.976470976729535e-12,-1.607440278850968e-11,-1.5898733112569646e-11,-6.629020719859925e-12,2.1455541413184588e-11,1.8311995292786004e-11,2.565665035728266e-10,2.9659503522758887e-10,8.443892380201765e-10,5.095038598473623e-10,3.2492898556314333e-10,3.6566709723247623e-10,3.428225105907533e-10,1.656016081378824e-09,1.1398634379727005e-09,2.2209478021927617e-10,2.3191910687639902e-10,4.136870306875185e-10,1.3835304544633936e-10
287,-8.778103616813294,-2.68028008873622e-11,-4.66434360614745e-11,4.408806965925944e-11,6.882173270857703e-12,2.3278741699289555e-11,7.424553397623919e-12,2.627014533346443e-11,3.137993704711755e-11,1.700840081505708e-10,3.1864785354174023e-10,1.1177892883408476e-09,4.0778107890358576e-10,4.915742597966944e-10,2.779081733930361e-10,3.428225105907533e-10,1.656016081378824e-09,1.1398634379727005e-09,2.2209478021927617e-10,2.3191910687639902e-10,4.136870306875185e-10,1.3835304544633936e-10
288,-8.739002932551319,-2.0013795293800007e-12,1.7964106594499776e-11,2.270530568514768e-12,-1.9137956467794664e-11,1.6058090605094787e-11,3.1815033192222107e-11,1.650353871242994e-11,-1.9632341129040497e-11,3.2568969800135483e-10,4.291989768156286e-10,1.1324175532573326e-09,5.384272446866095e-10,4.84947434947724e-10,3.4614611813052516e-10,3.428225105907533e-10,1.656016081378824e-09,1.1398634379727005e-09,2.2209478021927617e-10,2.3191910687639902e-10,4.136870306875185e-10,1.3835304544633936e-10
289,-8.699902248289344,-1.0431641824147497e-11,3.1613013064379456e-11,-1.675763234585107e-12,1.03971352805373e-11,1.3777521770649923e-12,3.1557802593239668e-12,4.0306152483354696e-11,9.515963635241155e-12,3.3197710393979103e-10,3.4870211192312465e-10,1.1380719209686157e-09,3.094223722643584e-10,4.240110748343257e-10,4.163026266917072e-10,3.4066302835370967e-10,1.6273380066950056e-09,1.1084097824003346e-09,4.148583709951837e-10,2.1580831536903372e-10,3.037711415114764e-10,1.530258551735574e-10
290,-8.66080156402737,-1.0625505858577343e-11,3.161301306437946e-11,5.881922681601927e-11,3.001881075027957e-11,-7.918938058954895e-12,3.155780259323969e-12,3.5792696580189495e-11,2.40965467822499e-11,2.614168688185085e-10,3.3941451886728735e-10,1.1688542674199585e-09,4.1200969897296554e-10,2.6603666761382014e-10,3.0688237696006703e-10,3.4066302835370967e-10,1.6273380066950056e-09,1.1084097824003346e-09,4.148583709951837e-10,2.1580831536903372e-10,3.037711415114764e-10,1.530258551735574e-10
291,-8.621700879765395,-2.7435839114199612e-11,6.388666959031417e-11,-3.179621145085071e-12,-3.239129246982697e-11,2.1325043940750613e-12,-4.344060142493433e-12,1.941149925274861e-12,-5.061168857491955e-12,3.4576591875923715e-10,3.572158173149865e-10,1.049172085319864e-09,4.470376050695331e-10,2.290920798687199e-10,3.834687093759641e-10,3.4066302835370967e-10,1.6273380066950056e-09,1.1084097824003346e-09,4.148583709951837e-10,2.1580831536903372e-10,3.037711415114764e-10,1.530258551735574e-10
292,-8.582600195503423,8.275296552324129e-13,-5.18664719798498e-12,-1.6075657573030133e-11,-2.7587981601702215e-11,6.0235877277400815e-12,-4.578077247292965e-12,-5.433212136220044e-12,3.088210173176663e-11,2.845343708503688e-10,2.525675088662626e-10,1.2353094786369893e-09,3.9441889044120225e-10,3.512107376423611e-10,4.752893670920442e-10,3.4066302835370967e-10,1.6273380066950056e-09,1.1084097824003346e-09,4.148583709951837e-10,2.1580831536903372e-10,3.037711415114764e-10,1.530258551735574e-10
293,-8.543499511241444,-6.2453706947224714e-12,1.1127419222424758e-11,-1.0910341699948715e-12,1.76240602922173e-11,-9.733354860240064e-12,2.6525493755326147e-11,2.558126924407939e-11,1.5992214475850084e-11,3.0300101819765123e-10,4.6073795765903887e-10,1.1171537405471013e-09,5.277007287628408e-10,4.455823700174532e-10,4.382133407854369e-10,3.4066302835370967e-10,1.6273380066950056e-09,1.1084097824003346e-09,4.148583709951837e-10,2.1580831536903372e-10,3.037711415114764e-10,1.530258551735574e-10
294,-8.504398826979472,1.9384835103012325e-11,3.5094409617134456e-11,-4.7533077493329194e-11,-1.054896407190986e-11,1.3212869237919603e-11,-2.0346312885552247e-11,2.0794897951629887e-11,8.332075494225862e-12,2.7225035502730647e-10,3.592328816358625e-10,1.1475129112956232e-09,6.993092987484577e-10,3.9979312775788834e-10,4.151444616104198e-10,3.4066302835370967e-10,1.6273380066950056e-09,1.1084097824003346e-09,4.148583709951837e-10,2.1580831536903372e-10,3.037711415114764e-10,1.530258551735574e-10
295,-8.465298142717497,8.683728542747469e-12,5.1791184976848e-12,3.452662012821949e-11,4.701359716239996e-12,2.339606394790473e-11,-1.6249445075594205e-13,1.55467663684295e-11,1.307672523812858e-11,4.5115486311179854e-10,3.621279806432923e-10,1.0251241613943717e-09,2.7653920469993856e-10,3.258311748301132e-10,3.9123864190539185e-10,3.983874566502656e-10,1.5112278792485896e-09,1.0330562746794485e-09,2.2795712828026847e-10,1.4530517289263598e-10,3.8835985508214427e-10,1.3275482929219865e-10
296,-8.426197458455523,-6.015023831063421e-11,-4.625696277372482e-11,3.5585657308300293e-12,4.672813394837368e-12,1.3788187427134748e-11,2.156596235358923e-11,-7.313254109760401e-11,-1.0475245547087618e-11,2.830769399273652e-10,4.382779621306731e-10,1.138062823789115e-09,6.396484259647574e-10,2.8243009908294725e-10,4.4094343577520196e-10,3.983874566502656e-10,1.5112278792485896e-09,1.0330562746794485e-09,2.2795712828026847e-10,1.4530517289263598e-10,3.8835985508214427e-10,1.3275482929219865e-10
297,-8.387096774193548,3.291641932427698e-11,3.626888688268944e-11,-9.235205849097403e-13,1.695337856217488e-11,2.1515143626734715e-11,-8.971701338600273e-14,5.2161973470034086e-11,-6.505110858908673e-12,3.280254773067352e-10,5.083071101762873e-10,1.1433068773275695e-09,4.2281495255521213e-10,2.530960863749628e-10,3.9067869481171334e-10,3.983874566502656e-10,1.5112278792485896e-09,1.0330562746794485e-09,2.2795712828026847e-10,1.4530517289263598e-10,3.8835985508214427e-10,1.3275482929219865e-10
298,-8.347996089931573,1.7655743572362315e-11,1.7984810520324865e-11,-3.275549335365993e-11,-4.877343088309927e-12,1.6364257755174883e-11,2.2234761907874996e-12,2.4642691258569846e-11,2.1413192474252945e-11,3.0467866360796693e-10,4.5794324132395254e-10,1.1038715445266841e-09,4.89793722147322e-10,2.473152992357683e-10,3.8956789780377187e-10,3.983874566502656e-10,1.5112278792485896e-09,1.0330562746794485e-09,2.2795712828026847e-10,1.4530517289263598e-10,3.8835985508214427e-10,1.3275482929219865e-10
299,-8.308895405669599,-1.8631337668817195e-11,-1.7915797433104726e-11,1.4287591222794764e-11,-2.7238210722800163e-12,-9.47612426211001e-12,-8.489864507123872e-12,3.348514990243475e-11,3.5083430262132514e-11,3.3676535740700056e-10,4.864387450225977e-10,8.833985718556285e-10,5.436731804001474e-10,1.9650472749175142e-10,3.963136133803277e-10,3.983874566502656e-10,1.5112278792485896e-09,1.0330562746794485e-09,2.2795712828026847e-10,1.4530517289263598e-10,3.8835985508214427e-10,1.3275482929219865e-10
300,-8.269794721407624,-2.6646894050050805e-11,1.3130053532915043e-11,2.2032741779179725e-11,1.121117601326238e-11,2.3771871577464767e-11,-3.153019735954513e-11,9.27460604756391e-11,-6.355477938314906e-13,4.5416540219231553e-10,4.421044241191872e-10,9.910963176703192e-10,6.279538446454048e-10,3.8367229798310975e-10,4.441738756472266e-10,4.2192029198860183e-10,1.628417747813698e-09,1.4411519905208668e-09,2.4078666118798714e-10,1.5262746144292706e-10,2.3062040605384805e-10,1.4418339653003354e-10
301,-8.23069403714565,4.941023346520227e-12,8.77971947412988e-12,-6.343557495604897e-12,-1.3313251910007382e-11,3.2643190234600084e-12,6.1308717088904474e-12,2.4003379115099484e-11,3.038991294181106e-11,4.707984972914331e-10,5.325134505064089e-10,1.1482842893928597e-09,4.6196733169858086e-10,3.19428956210269e-10,3.9591678812898325e-10,4.2192029198860183e-10,1.628417747813698e-09,1.4411519905208668e-09,2.4078666118798714e-10,1.5262746144292706e-10,2.3062040605384805e-10,1.4418339653003354e-10
302,-8.191593352883675,7.084193399526822e-11,2.923206155528934e-11,6.447704518183422e-11,-1.2234138183574417e-12,1.9180619103964735e-11,1.912289906736523e-11,-3.0526998029054586e-11,2.7487912625744637e-11,5.444273052255795e-10,6.007181434837935e-10,9.210232522054645e-10,6.890912837990738e-10,3.8959581673456817e-10,4.1913937827078895e-10,4.2192029198860183e-10,1.628417747813698e-09,1.4411519905208668e-09,2.4078666118798714e-10,1.5262746144292706e-10,2.3062040605384805e-10,1.4418339653003354e-10
303,-8.1524926686217,-3.0909079574991395e-11,-9.30735589420978e-12,1.982495038210453e-11,1.7873448493917404e-11,3.6148427676184546e-11,2.244682030267022e-11,8.348073981169536e-12,1.8294114629317765e-11,4.0694100141516505e-10,5.090201408453468e-10,1.1062822971404177e-09,6.468913494648135e-10,4.162398875215417e-10,3.8484081502754847e-10,4.2192029198860183e-10,1.628417747813698e-09,1.4411519905208668e-09,2.4078666118798714e-10,1.5262746144292706e-10,2.3062040605384805e-10,1.4418339653003354e-10
304,-8.113391984359726,-1.9984307873692006e-11,1.8578950461995255e-11,3.2479441004779444e-11,-1.0600096495917402e-11,1.9448515361137217e-11,2.0170015817352274e-11,6.505424555464752e-12,9.490240575428118e-12,5.298470357743599e-10,4.548125567326078e-10,1.1354958506415987e-09,6.009540427636254e-10,4.197181471157289e-10,3.739938398971893e-10,4.2192029198860183e-10,1.628417747813698e-09,1.4411519905208668e-09,2.4078666118798714e-10,1.5262746144292706e-10,2.3062040605384805e-10,1.4418339653003354e-10
305,-8.074291300097752,4.718205183732354e-11,1.1424175495424695e-11,8.703805077164858e-12,1.0218014949724962e-11,-2.6369273221543967e-11,1.815044192965276e-11,4.56051027952843e-11,-1.6342299045341266e-11,7.106415613600587e-10,5.597836582117238e-10,1.238678258379243e-09,6.445483551548025e-10,4.134492492325435e-10,3.9357661708174706e-10,3.648841123888296e-10,1.7192759866584217e-09,1.1237005729537902e-09,2.2762021893655787e-10,1.353202339603438e-10,2.733589561642135e-10,1.738709444619981e-10
306,-8.035190615835777,2.7324790783325427e-11,-1.526820445221483e-11,9.249761336232914e-11,8.270904803094914e-12,-8.486727548722409e-12,3.981239521360149e-11,1.5234952691419583e-11,1.301994628915181e-11,6.589642479801916e-10,4.539357768294656e-10,1.1409190245109509e-09,6.658988084588944e-10,4.411344765484004e-10,3.8879934296928377e-10,3.648841123888296e-10,1.7192759866584217e-09,1.1237005729537902e-09,2.2762021893655787e-10,1.353202339603438e-10,2.733589561642135e-10,1.738709444619981e-10
307,-7.9960899315738025,6.662648915166937e-11,3.1793074482729666e-11,1.8520603044900344e-12,3.1626815682164576e-11,8.991150476665577e-12,2.6019188652137644e-11,2.179935206647012e-11,2.7843330024757145e-11,5.972449030233685e-10,5.51812646641906e-10,6.318828851771686e-10,6.937154743363011e-10,4.3559241195157355e-10,3.672992567443766e-10,3.648841123888296e-10,1.7192759866584217e-09,1.1237005729537902e-09,2.2762021893655787e-10,1.353202339603438e-10,2.733589561642135e-10,1.738709444619981e-10
308,-7.956989247311828,3.5968366256982094e-12,-9.269085000449641e-12,-4.3221014326599146e-12,1.5419092156049932e-11,1.269589847517733e-11,5.443877795432926e-12,4.7606482319549856e-12,-4.0467078454312986e-11,7.574998790794185e-10,6.311293877434423e-10,3.7754142627429584e-10,7.611892559811493e-10,4.491879901270336e-10,3.3914756369824925e-10,3.648841123888296e-10,1.7192759866584217e-09,1.1237005729537902e-09,2.2762021893655787e-10,1.353202339603438e-10,2.733589561642135e-10,1.738709444619981e-10
309,-7.9178885630498534,7.076978394956209e-12,5.763220170015229e-12,3.18200523243342e-11,3.858113899898454e-11,4.947610959367784e-12,-4.920005724479916e-12,-2.805570211465945e-11,1.4573054446623596e-11,9.693769580456453e-10,4.423243249105829e-10,9.109112664535637e-10,6.887807249067543e-10,4.443664848996088e-10,4.09992634652081e-10,3.648841123888296e-10,1.7192759866584217e-09,1.1237005729537902e-09,2.2762021893655787e-10,1.353202339603438e-10,2.733589561642135e-10,1.738709444619981e-10
310,-7.878787878787879,-1.1442307116086948e-10,3.257856889319917e-11,-3.829598946745052e-12,2.6479066770199577e-11,-3.832735905657839e-12,-3.220401604730705e-11,4.340923185115164e-12,2.647592981060472e-12,9.465304892290182e-10,5.012495809241706e-10,1.0451178801434388e-09,6.475607764105064e-10,4.132663645513509e-10,4.3346555408292817e-10,4.1039824338723106e-10,1.5884397211916212e-09,1.3462075495219933e-09,2.0897664712941222e-10,1.357280385665198e-10,2.4048990491311176e-10,1.3580583513753667e-10
311,-7.839687194525904,1.653177133685095e-13,-1.7416393637444992e-11,-1.2871568150265099e-11,-9.281005443159859e-12,1.5130178277604075e-11,-2.349205487758219e-11,5.252774283195923e-11,-8.285021116498382e-12,9.34525976408941e-10,5.649370536493401e-10,1.0038728359792115e-09,5.956660718060239e-10,3.833360160310454e-10,3.856341518343035e-10,4.1039824338723106e-10,1.5884397211916212e-09,1.3462075495219933e-09,2.0897664712941222e-10,1.357280385665198e-10,2.4048990491311176e-10,1.3580583513753667e-10
